Subject;Category
jrengjreng makin mantap nih pak bambang pacul janji dpr panggil kapolda sumbar soal kasus mati afif maulana moga adil utk almarhum afif;Netral
polda sumbar klaim sungguhsungguh tangan kasus mati afif maulana bukti polda sumatera barat sumbar klaim bersungguhsungguh tangan kasus mati remaja nama afif maulana 14 duga aniaya polisi;Netral
kapolda sumbar irjen pol suharyono sebar foto afif maulana 13 sedang pegang pedang wajah diblur foto sebut afif kena jaket warna garis kuning biru putih celana pendek hitam;Netral
komentar tohok lbh padang soal polda sumbar pamer foto afif maulana pegang pedang nyata;Netral
buru selesai polisi dapat sosok viralkan kasus mati afif maulana irjen suharyono bongkar isi aku;Netral
afif maulana;Netral
buru selesai polisi dapat sosok viralkan kasus mati afif maulana irjen suharyono bongkar isi aku;Netral
polda sumbar buka posko adu kasus mati afif maulana polda sumbarmembuka posko adu kumpul data informasi kait kasus mati afif maulana tewas akibat aniaya oknum polisi;Netral
benang kusut mati afif maulana soal tak rekam cctv kapolda sumbar malah bilang anggota laku kejut kasus mati afif maulana 13 duga aniaya oknum polisi tewas terus jadi sorot usai polda;Netral
komentar tohok lbh padang soal polda sumbar pamer foto afif maulana pegang pedang nyata;Netral
komentar tohok lbh padang soal polda sumbar pamer foto afif maulana pegang pedang nyata;Netral
kapolda sumbar punya video afif maulana ajak tawur pegang pedang keluarga teriak fitnah;Netral
sumbar pada tanggal 30 juni 2024 kapolda sumatera barat inspektur jenderal suharyono ban ada siksa anggota kasus mati anak 13 tahun mati afif maulana bukan keras patah tulang rusuk;Netral
kontroversi kasus mati afif maulana kapolda sumbar lapor propam mabes polri beberapa yang nilai penuh janggal;Netral
polda sumbar buka hotline adu kasus mati afif maulana;Netral
komentar tohok lbh padang soal polda sumbar pamer foto afif maulana pegang pedang nyata;Netral
koordinator advokasi lembaga bantu hukum lbh padang dik rafiqi sebut nyata kapolda sumatera barat sumbar irjen suharyono aku milik video afif maulana pegang pedang tawur rupa upaya abur kasus tewas afif turut video;Netral
bantah foto afif maulana bawa senjata lbh padang minta polisi henti giring opini buruk;Netral
bos rental ga pernah lapor polisi korban kanjuruhan pemabok afif maulana gangster apa;Netral
polda sumbar kumpul informasi kasus afif maulana lewat hotline;Netral
komisi iii tuai komandante bambang patjul ke sumbar dalam kasus mati bocah 13th afif maulana silah ketar tir;Netral
komentar tohok lbh padang soal polda sumbar pamer foto afif maulana pegang pedang nyata lbh padang respons soal kapolda sumbar irjen suharyono dapat foto afif maulana duga korban aniaya oknum polisi padang;Netral
gw ayem dikit dok kemarin kasus afif maulana mahasiswa sumatera barat mau geruduk polda sumbar terus kasus dekan fk unair pecat jawat mahasiswa langsung bikin aksi orasi surabaya at least k;Negatif
tkp mati afif maulana rusak alat berat lbh padang curiga upaya abur fakta;Netral
polda sumbar buka posko adu kasus mati afif maulana;Netral
moral rusak hati nurani mati;Netral
apa gitu maksud afif maulana udah tinggal ga signifikansi ungkap foto beliau pegang pedang;Netral
polda sumbar buka posko adu kumpul data kait temu mayat afif maulana bawah jembatan ranji padang itu masyarakat punya informasi kasus sebut bisa sampai lalu hotline;Netral
milik akun viralkan kasus mati afif maulana kini minta maaf simak berita lengkap;Netral
bambang pacul sorot kasus afif maulana padang sumatera barat dr kunker ini pihak baru putus perlu tidak panggil pihak polisi rapat dengar dapat rdp sama komisi iii dpr utk gali lebih dlm kasus afif;Netral
keluarga kecam kapolda sumbar guna foto afif fitnah kapolda sumatra barat sumbar irjen pol suharyono sebar foto afif maulana 13 sedang pegang pedang wajah diblur foto sebut afif kena jaket warna garis kuning;Netral
benar foto sebut foto afi maulana remaja 13 tahun tinggal kalau nyata bukan kalian sungguh sangat biadab sekali afif maulana tinggal masih kalian fitnah selamat aggota yg aniaya kapolda sumbar klaim punya video afif maulana;Netral
dpr ri minta mabes polri usut mati afif maulana sumatera barat;Netral
3 soal tkp temu mayat afif maulana duga rusak;Netral
kapolda sumbar klaim punya bukti afif maulana bawa pedang tanggap lbh padang;Netral
polisi boleh keluarga laku otopsi ulang jasad afif maulana lalu ekshumasi;Netral
top 3 news tampak afif maulana pose pegang pedang panjang;Positif
kapolda sumbar lapor prompam mabes polri imbas banyak janggal temu kasus mati afif maulana;Netral
lpsk telaah mohon lindung saksi keluarga afif maulana;Netral
polri presisi polri presisi polri presisi polri presisi polri presisi polri presisi apa benar tanya aja halo kapolri halo halo halo;Netral
mood w timeline isi baekho watterbomb baifern x nine kiss of life contents selingkuh cats contents kasus afif maulana;Netral
soal mati afif maulana ipw desak kapolri evaluasi kapolda sumatera barat;Netral
lbh padang nilai lpsk terlalu birokratis tak kunjung beri lindung kasus afif maulana;Netral
ipw nilai kapolda sumatera barat antikritik tangan kasus mati afif maulana;Netral
afif maulana belakang jadi bincang hingga sita perhati publik ini lantar afif 13 tewas duga siksa polisi jembatan ranji kota padang sumatera barat sumbar tetapi polda sumbar ban itu bahkan beri faktafakta;Netral
ada janggal mati afif maulana buat keluarga afif sepakat laku ekshumasi juang ungkap sebab mati afif apa faktafakta lain simak lengkap saat hanya kompastv;Netral
tuntas kan kasus afif maulana copot kapolda sumbar bajing;Netral
kasus afif maulana jadi carut marut polisi profesional jauh presisi;Netral
kapolda sumbar ungkap foto afif maulana bawa sajam mellisa anggraini benar main hakim sendiri;Positif
klau lihat pose afif maulana yakin suruh foto megang pedang jujur saja pak polisi;Netral
jadi ingat kasus sambo kak seto paling duluan tampil depan psikis anak bela kasus alm afif maulana;Netral
moga bal lekas baik kasus alm afif maulana segera tangan baik hukum sebenarbenar and;Netral
heemmm kemaren kemaren prof seto mulyadi apa byk yg nyindir baru tergugahmendengar karena alm afif maulana buka anak siapa siapa kasus sebut tak apa banding dg kasus sambo tempo hari kas;Netral
usut kasus mati afif maulana kak seto ke padang;Netral
polda sumbar buka posko adu kait kasus tewas afif maulana;Netral
kasus mati afif maulana ranji kota padang ketua dpr puan maharani turun langsung;Netral
mas semangat kawal kasus almarhum afif maulana saudara lanjut retweet like kalau sila isi kolom komentar kasih alas jangan redup terimakasih opposis6690;Negatif
keluarga afif maulana marah suruh tanda tangan kasus lanjut angkot88 jelas salah;Netral
afif maulana pahlawan;Netral
copot pak irjen suharyono direktur sabhara kombes ac pak publik tunggu 17 anak buah pak kombes ac nyata langgar atur siksa 18 remaja salah satu afif maulana tewas tang anak buah opposisi6690;Netral
kapolda sumatera barat irjen suharyono kamis 472024 sila keluarga afif maulana lalu kuasa hukum lbh padang lapor diri atas duga langgar etik divisi profesi aman polri jakarta;Netral
afif maulana wisata non halal dekan fk unair perintah koncol;Netral
kemtian orang remaja nama afif maulana sumatera barat temu ujung sontak itu buat kapolda sumbar irjen suharyono angkat bicara mana kata tak masalah lapor kontras lbh padang simak bahas lengkap video ikut;Netral
kak seto sdh bkn komisioner kpai ketua komisioner kpai ai maryati tdk pernah buat nyata;Netral
polda sumbar buka hotline adu kait kasus mati afif maulana;Netral
ada janggal mati afif maulana buat keluarga afif sepakat laku ekshumasi juang ungkap sebab mati afif apa faktafakta lain simak lengkap besok pkl 0930 wib;Netral
video aliansi bem sumbar desak polisi usut tuntas mati afif maulana;Netral
polda sumbar buka posko adu kait kasus afif maulana;Netral
keluarga afif maulana siap ekshumasi polisi tidak berat;Netral
mati afif maulana 13 bocah smp tewas padang timbul tanda besar bukan terang polisi terus ubah juga karena jumlah janggal yang susulmenyusul salah satu janggal paling colok kasus adalah ada;Netral
moga atensi pak kapolri puan sorot kasus tewas afif maulana dpr beri perhati khusus;Netral
main puan sayang kasus afif maulana berlarutlarut;Positif
aliansi mahasiswa tuntut kapolda sumbar usut tuntas kasus afif maulana cepat cepat;Netral
3 tantang polri ungkap bunuh vina eky mati afif maulana pabrik narkoba malang;Netral
assalamualaikum pak haji undang keluarga bahas ttg mati afif maulana padang yg sedang cari adil buat anak;Netral
aliansi mahasiswa tuntut kapolda sumbar usut tuntas kasus afif maulana cepat cepat;Netral
duga upaya abur fakta tkp temu mayat afif maulana rusak baca akses hari kompas praktis kapan dan mana lewat aplikasi unduh sekarang via;Netral
mati afif maulana janggal terang polisi mata keluarga lbh bicara;Netral
tinggal tunggu kabar lanjut kasus afif maulana;Netral
plus berita yg afif maulana kak aku benar2 jijik marah benci stress sendiri baca kembang tuh kasus dzolim bangettt dzolim;Netral
kapolda sumbar ungkap foto afif maulana bawa sajam mellisa anggraini benar main hakim sendiri;Positif
kawal terus mati afif maulana bukan sekadar tragedi pribadi buah panggil kita semua desak ubah lebih besar sistem tega hukum indonesia nyawa harga tiap tindak keras usut tuntas buah;Netral
polisi sila keluarga autopsi ulang jenazah afif maulana;Netral
polda sumbar tetap buru orang viralkan kasus afif maulana markas tempo;Netral
kurang kerja bukan yg aniaya afif maulana yg buru wkwkwkwkw;Netral
keluarga afif maulana 13 bocah smp tewas padang duga dianaiaya polisi datang program bicara narasi dalam kisah dengar langsung saksi keluarga lbh padang masih juang adil almarhum afif lengkap kamu;Netral
fakta kan benar bhw afif maulana tewas temu sungai jd salah ybs memviralkannya lagi ini dunia digital wajar info bs cepat saji;Netral
polisi lihat afif jembatan arif maulana jelas tidak logis;Netral
keluarga afif maulana 13 bocah smp tewas padang duga dianaiaya polisi datang program bicara narasi dalam kisah dengar langsung saksi keluarga lbh padang masih juang adil almarhum afif lengkap kamu;Netral
lihat jembatan ranji tempat afif maulana temu tewas via;Netral
tegas anggota tak libat polisi buru netizen viralkan kasus afif maulana;Netral
saya tak yang bantah si afif maulana ikut taur masalah si afif maulana tinggal aniaya karena jatuh horas bangso batak horas horas horas;Netral
polda sumbar siap hadap lapor duga langgar etik kait mati afif maulana;Netral
mahasiswa geruduk mapolda sumbar sorot kasus mati afif maulana;Netral
timeline moodboard perkosa moodboard perkosa kasus afif maulana jokowi gibran moodboard postingan mutual;Netral
buru selesai polisi dapat sosok viralkan kasus mati afif maulana irjen suharyono bongkar isi aku kasus mati afif maulana 13 siswa smp asal padang sumatera barat kian jadi sorot publik usai kontroversi upa ada;Netral
polda sumatera barat pasti afif maulana siswa smp duga tewas aniaya polisi rupa laku tawur ini bukti jumlah cakap handphone milik afif salah satu ajak saksi aditya laku tawur ist;Netral
polda sumbar siap hadap lapor duga langgar etik kait mati afif maulana;Netral
afif maulana;Netral
polemik kasus afif maulana keluarga lbh padang terima salin hasil autopsi;Netral
polemik kasus afif maulana keluarga lbh padang terima hasil autopsi;Netral
naaahayooo bukabukaan dehrakyat lihat siapa dusta km50 kajuruhan afif maulana;Netral
tempo pasang badan tantang kapolda sumbar yang memviralkan mati afif maulana harus malu;Netral
foto video afif maulana bawa pedang panjang sebar luas jagat maya irjen suharyono sumringah hindar tuduh;Netral
afif maulana cuma anakanak;Netral
afif maulana temu tewas bawah jembatan ranji padang lbh padang duga remaja 13 tahun tinggal akibat siksa polisi;Netral
bahas kasus afif maulana donk keluarga afif maulana sedang cari adil wawancara rakyat kecil keluarga dapat adil negeri;Netral
tuntut adil keluarga afif maulana ikut aksi kamis istana presiden;Netral
polda sumbar nyata siap hadap lapor lbh padang kontras divpropam polri soal mati afif maulana via;Netral
polda sumatera barat tegas lidi mati afif maulana terus lanjut kait lapor lbh padang polda sumbar aku siap hadap sebut tonton lengkap;Netral
yg viralnya buru bukan yg sebab kasus afif maulana nya yg buru kadang gw bingung ama instansi;Netral
kapolda segitunya pasang badan apa polisi bunuh afif maulana anak jabat perwira;Netral
alhamdulillah doain gw nyusul;Netral
imbas mati afif maulana kini polda sumbar ngaku siap hadap lapor lbh padang divpropam polri;Netral
sorot kasus afif maulana mahasiswa geruduk mapolda sumbar;Netral
sorot kasus afif maulana mahasiswa geruduk mapolda sumbar;Netral
tempo foto sorot kasus afif maulana mahasiswa geruduk mapolda sumbar;Netral
banyak yg harap kasus mnjdi martir revolusi tanah mang di tunisia yg awal aksi pemuda bouzizi yg mmbakar smangat revolusi mnumbangkan rezim za ben ali karna kapolda sumbar mngkaitkan pedang simbol;Netral
kemen pppa dorong aman saksi a kasus afif maulana;Netral
banyak yg harap kasus mnjdi martir revolusi tanah mang di tunisia yg awal aksi pemuda bouzizi yg mmbakar smangat revolusi mnumbangkan rezim za ben ali karna kapolda sumbar mngkaitkan pedang simbol kata yg pantas;Netral
kait kasus afif maulana kapolda sumbar siap hadap lapor propam mabes polri;Netral
imbas mati afif maulana kini polda sumbar ngaku siap hadap lapor lbh padang divpropam polri;Netral
komplot bunuh afif maulana;Netral
semua orang upload apa sosial media apa salah postingan mati afif maulana jadi viral apa milik akun minta maaf trus nyawa afif maulana balon;Netral
afif maulana;Netral
polisi usaha cari bukti benar prosedur atas mati afif maulana kalo begini arti polisi vs keluarga afif kapolda turut papar bukti kata nama luar biasa carut marut hukum indonesia jabat t;Netral
cakep bngt dh kyk boneka;Netral
kapolda sumatera barat klaim punya bukti video afif maulana bawa pedang;Netral
kapolda sumbar rekam cctv afif maulana bukan hilang daya simpan 11 hari;Netral
miris diadukaan propam soal kasus tewas afif maulana kapolda sumbar lbh sok suci;Netral
foto video afif maulana bawa pedang panjang sebar luas jagat maya irjen suharyono sumringah hindar tuduh;Netral
usut mati afif maulana;Netral
polda sumbar beri respon kait lapor buat lembaga bantu hukum lbh padang kontras divpropam polri rabu 37 kait proses kasus mati afif maulana 13;Netral
foto video afif maulana bawa pedang panjang sebar luas jagat maya irjen suharyono sumringah hindar tuduh;Netral
tuju sini tantang jujur anggota kena sebab mati afif maulana;Netral
alhamdulillah 6 bulan nganggur akhir rasa gaji bulan yg bersih kantor;Netral
vina cirebon vs afif maulana tiktok buah utas;Netral
polda sumbar beri respon kait lapor lbh padang kait proses kasus mati afif maulana hak masyarakat lapor polda sumbar siap hadap lapor sebut;Netral
kasus kanjuruhan apa kabar kasus2 lain yg baru kasus afif maulana klo cuma buat slogan anak sd bisa;Netral
